X	Y	occurrencedate	premisetype	occurrencedayofweek	occurrencehour	Division	Neighbourhood
-79.4310608	43.7248459	2017-06-18T04:00:00.000Z	Commercial	Sunday    	0	D32	Bedford Park-Nortown (39)
-79.4482651	43.7248802	2017-07-09T04:00:00.000Z	Outside	Sunday    	15	D32	Yorkdale-Glen Park (31)
-79.4405136	43.6470757	2017-06-10T04:00:00.000Z	Outside	Saturday  	12	D11	Roncesvalles (86)
-79.5259705	43.7005081	2017-07-10T04:00:00.000Z	Outside	Monday    	4	D23	Humber Heights-Westmount (8)
-79.3644791	43.7819977	2017-07-10T04:00:00.000Z	Other	Monday    	21	D33	Don Valley Village (47)
-79.4105148	43.6739769	2017-05-29T04:00:00.000Z	Commercial	Monday    	0	D14	Annex (95)
-79.2181854	43.8157387	2016-06-23T04:00:00.000Z	House	Thursday  	21	D42	Malvern (132)
-79.4523315	43.6952438	2017-07-12T04:00:00.000Z	Outside	Wednesday 	12	D13	Briar Hill-Belgravia (108)
-79.5236359	43.7412224	2017-07-12T04:00:00.000Z	Other	Wednesday 	22	D31	Glenfield-Jane Heights (25)
-79.5468903	43.7466469	2017-07-12T04:00:00.000Z	House	Wednesday 	22	D31	Humbermede (22)
-79.54216	43.737854	2017-07-14T04:00:00.000Z	House	Friday    	3	D31	Humbermede (22)
-79.5707703	43.7636108	2017-07-14T04:00:00.000Z	House	Friday    	1	D31	Humber Summit (21)
-79.3636627	43.7672386	2017-07-14T04:00:00.000Z	Other	Friday    	8	D33	Bayview Village (52)
-79.2810745	43.7658043	2017-07-06T04:00:00.000Z	Commercial	Thursday  	12	D41	Dorset Park (126)
-79.4261322	43.79039	2017-07-15T04:00:00.000Z	House	Saturday  	22	D32	Newtonbrook West (36)
-79.4690933	43.7213898	2017-07-14T04:00:00.000Z	Outside	Friday    	17	D32	Yorkdale-Glen Park (31)
-79.4768448	43.6443329	2014-01-16T05:00:00.000Z	House	Thursday  	19	D11	High Park-Swansea (87)
-79.4825287	43.7285652	2014-01-18T05:00:00.000Z	Outside	Saturday  	17	D31	Downsview-Roding-CFB (26)
-79.5927734	43.7113647	2014-01-18T05:00:00.000Z	Commercial	Saturday  	20	D23	West Humber-Clairville (1)
-79.3051605	43.7971191	2014-01-18T05:00:00.000Z	Outside	Saturday  	5	D42	L'Amoreaux (117)
-79.5547104	43.6328049	2014-01-21T05:00:00.000Z	Outside	Tuesday   	19	D22	Islington-City Centre West (14)
-79.4855194	43.7646942	2013-08-30T04:00:00.000Z	Outside	Friday    	15	D31	York University Heights (27)
-79.6193619	43.7324829	2014-01-22T05:00:00.000Z	House	Wednesday 	12	D23	West Humber-Clairville (1)
-79.4275742	43.7282791	2014-01-22T05:00:00.000Z	House	Wednesday 	23	D32	Bedford Park-Nortown (39)
-79.4612274	43.6739388	2014-01-24T05:00:00.000Z	Outside	Friday    	21	D12	Weston-Pellam Park (91)
-79.3275604	43.7266464	2014-01-24T05:00:00.000Z	Outside	Friday    	13	D33	Banbury-Don Mills (42)
-79.3275604	43.7266464	2014-01-24T05:00:00.000Z	Outside	Friday    	13	D33	Banbury-Don Mills (42)
-79.4776764	43.6799011	2014-01-27T05:00:00.000Z	House	Monday    	7	D12	Rockcliffe-Smythe (111)
-79.311821	43.747963	2014-01-26T05:00:00.000Z	Outside	Sunday    	1	D41	Wexford/Maryvale (119)
-79.5629883	43.7000122	2014-01-27T05:00:00.000Z	Outside	Monday    	18	D23	West Humber-Clairville (1)
-79.6158524	43.7238922	2013-01-27T05:00:00.000Z	Outside	Sunday    	21	D23	West Humber-Clairville (1)
-79.5780029	43.7254944	2014-01-29T05:00:00.000Z	House	Wednesday 	7	D23	West Humber-Clairville (1)
-79.616806	43.7232513	2014-01-30T05:00:00.000Z	House	Thursday  	7	D23	West Humber-Clairville (1)
-79.5107117	43.7293053	2014-01-29T05:00:00.000Z	Outside	Wednesday 	22	D31	Downsview-Roding-CFB (26)
-79.2670364	43.7299881	2014-01-30T05:00:00.000Z	Outside	Thursday  	22	D41	Kennedy Park (124)
-79.2391663	43.7213669	2014-02-01T05:00:00.000Z	Outside	Saturday  	14	D43	Cliffcrest (123)
-79.196434	43.7661514	2014-02-01T05:00:00.000Z	Outside	Saturday  	18	D43	West Hill (136)
-79.431572	43.6583443	2014-02-03T05:00:00.000Z	House	Monday    	18	D14	Dufferin Grove (83)
-79.5897827	43.7158432	2014-02-07T05:00:00.000Z	Commercial	Friday    	18	D23	West Humber-Clairville (1)
-79.3953323	43.6513023	2014-02-08T05:00:00.000Z	Outside	Saturday  	23	D52	Kensington-Chinatown (78)
-79.3244934	43.712368	2014-02-09T05:00:00.000Z	Outside	Sunday    	17	D54	Flemingdon Park (44)
-79.1997681	43.8019753	2014-02-08T05:00:00.000Z	Outside	Saturday  	16	D42	Rouge (131)
-79.3437195	43.7758369	2014-02-10T05:00:00.000Z	Outside	Monday    	9	D33	Don Valley Village (47)
-79.3343964	43.7099991	2014-02-12T05:00:00.000Z	Outside	Wednesday 	10	D54	Flemingdon Park (44)
-79.487114	43.6584816	2014-02-13T05:00:00.000Z	Outside	Thursday  	8	D11	Runnymede-Bloor West Village (89)
-79.5081406	43.6603432	2014-02-13T05:00:00.000Z	House	Thursday  	9	D22	Kingsway South (15)
-79.4101639	43.6559715	2014-02-13T05:00:00.000Z	House	Thursday  	13	D14	Palmerston-Little Italy (80)
-79.5448837	43.6816254	2014-02-14T05:00:00.000Z	House	Friday    	12	D23	Willowridge-Martingrove-Richview (7)
-79.5098114	43.6798973	2014-02-14T05:00:00.000Z	Outside	Friday    	19	D22	Edenbridge-Humber Valley (9)
-79.3437195	43.7758369	2014-02-16T05:00:00.000Z	Outside	Sunday    	12	D33	Don Valley Village (47)
-79.4653091	43.7064323	2014-02-15T05:00:00.000Z	Outside	Saturday  	21	D13	Yorkdale-Glen Park (31)
-79.3728333	43.6692467	2014-02-07T05:00:00.000Z	Outside	Friday    	16	D51	North St.James Town (74)
-79.4754562	43.6972389	2014-02-17T05:00:00.000Z	Outside	Monday    	12	D12	Beechborough-Greenbrook (112)
-79.5684204	43.6594009	2014-02-17T05:00:00.000Z	House	Monday    	19	D22	Eringate-Centennial-West Deane (11)
-79.3694611	43.6545258	2014-02-18T05:00:00.000Z	Outside	Tuesday   	22	D51	Moss Park (73)
-79.3073425	43.790966	2014-02-20T05:00:00.000Z	House	Thursday  	23	D42	L'Amoreaux (117)
-79.6220245	43.7468796	2014-02-22T05:00:00.000Z	Commercial	Saturday  	1	D23	West Humber-Clairville (1)
-79.4616013	43.7072716	2014-02-22T05:00:00.000Z	House	Saturday  	23	D13	Yorkdale-Glen Park (31)
-79.4027939	43.7159157	2014-02-23T05:00:00.000Z	House	Sunday    	20	D53	Lawrence Park South (103)
-79.4675446	43.6777878	2014-02-24T05:00:00.000Z	Commercial	Monday    	14	D12	Weston-Pellam Park (91)
-79.551712	43.6789398	2014-02-22T05:00:00.000Z	Outside	Saturday  	18	D23	Willowridge-Martingrove-Richview (7)
-79.4592209	43.7623329	2014-02-27T05:00:00.000Z	House	Thursday  	1	D32	Bathurst Manor (34)
-79.5259705	43.7005081	2014-02-26T05:00:00.000Z	Apartment	Wednesday 	18	D23	Humber Heights-Westmount (8)
-79.1329193	43.7804184	2014-02-27T05:00:00.000Z	Outside	Thursday  	8	D43	Rouge (131)
-79.4203873	43.7064743	2014-01-31T05:00:00.000Z	House	Friday    	19	D53	Forest Hill North (102)
-79.2867279	43.7000847	2014-02-27T05:00:00.000Z	Outside	Thursday  	17	D41	Clairlea-Birchmount (120)
-79.4482651	43.7248802	2014-03-01T05:00:00.000Z	Commercial	Saturday  	14	D32	Yorkdale-Glen Park (31)
-79.2919006	43.7668457	2014-03-02T05:00:00.000Z	House	Sunday    	20	D41	Dorset Park (126)
-79.2641907	43.727829	2014-03-01T05:00:00.000Z	Apartment	Saturday  	20	D41	Kennedy Park (124)
-79.5220337	43.6957474	2014-03-06T05:00:00.000Z	House	Thursday  	22	D23	Humber Heights-Westmount (8)
-79.5104523	43.7492294	2014-03-06T05:00:00.000Z	Outside	Thursday  	19	D31	Glenfield-Jane Heights (25)
-79.5086441	43.7026825	2014-03-08T05:00:00.000Z	House	Saturday  	9	D12	Weston (113)
-79.3045044	43.7291946	2014-03-08T05:00:00.000Z	Outside	Saturday  	22	D41	Wexford/Maryvale (119)
-79.2867279	43.7000847	2014-03-07T05:00:00.000Z	Outside	Friday    	16	D41	Clairlea-Birchmount (120)
-79.4950714	43.6889572	2014-03-10T04:00:00.000Z	Outside	Monday    	23	D12	Mount Dennis (115)
-79.415596	43.737133	2014-03-11T04:00:00.000Z	House	Tuesday   	22	D32	Bedford Park-Nortown (39)
-79.2611313	43.7736168	2014-03-14T04:00:00.000Z	Outside	Friday    	16	D43	Bendale (127)
-79.487709	43.7265053	2014-03-14T04:00:00.000Z	Outside	Friday    	17	D31	Downsview-Roding-CFB (26)
-79.5495682	43.7032852	2014-03-14T04:00:00.000Z	Outside	Friday    	17	D23	Kingsview Village-The Westway (6)
-79.5015411	43.7437134	2014-03-16T04:00:00.000Z	House	Sunday    	2	D31	Glenfield-Jane Heights (25)
-79.5387878	43.6129837	2014-03-16T04:00:00.000Z	Commercial	Sunday    	6	D22	Alderwood (20)
-79.5660629	43.7605896	2014-03-16T04:00:00.000Z	Outside	Sunday    	19	D31	Humber Summit (21)
-79.4402542	43.6978493	2014-03-18T04:00:00.000Z	Outside	Tuesday   	3	D13	Briar Hill-Belgravia (108)
-79.4912186	43.6865997	2014-02-03T05:00:00.000Z	Outside	Monday    	22	D12	Mount Dennis (115)
-79.1707382	43.8048553	2014-03-18T04:00:00.000Z	Apartment	Tuesday   	22	D42	Rouge (131)
-79.5665817	43.7374573	2014-03-18T04:00:00.000Z	Outside	Tuesday   	22	D23	Thistletown-Beaumond Heights (3)
-79.3896866	43.7130203	2014-03-19T04:00:00.000Z	House	Wednesday 	23	D53	Mount Pleasant East (99)
-79.5115356	43.6979637	2015-01-17T05:00:00.000Z	Outside	Saturday  	18	D12	Weston (113)
-79.5485458	43.7671127	2015-01-18T05:00:00.000Z	Commercial	Sunday    	4	D31	Humber Summit (21)
-79.5485458	43.7671127	2015-01-18T05:00:00.000Z	Commercial	Sunday    	4	D31	Humber Summit (21)
-79.4438248	43.639183	2015-01-18T05:00:00.000Z	Outside	Sunday    	1	D11	Roncesvalles (86)
-79.498436	43.7205238	2015-01-18T05:00:00.000Z	House	Sunday    	0	D31	Downsview-Roding-CFB (26)
-79.5947952	43.7155609	2015-01-18T05:00:00.000Z	Outside	Sunday    	0	D23	West Humber-Clairville (1)
-79.5684357	43.6757164	2015-01-19T05:00:00.000Z	Outside	Monday    	10	D23	Willowridge-Martingrove-Richview (7)
-79.2136307	43.7687073	2015-01-22T05:00:00.000Z	Commercial	Thursday  	21	D43	Woburn (137)
-79.287117	43.6915054	2015-01-23T05:00:00.000Z	Commercial	Friday    	14	D41	Oakridge (121)
-79.4958496	43.6709595	2015-01-24T05:00:00.000Z	House	Saturday  	1	D12	Rockcliffe-Smythe (111)
-79.3100662	43.73909	2015-01-24T05:00:00.000Z	Outside	Saturday  	20	D33	Victoria Village (43)
-79.4887466	43.740593	2015-01-26T05:00:00.000Z	House	Monday    	12	D31	Downsview-Roding-CFB (26)
-79.52285	43.7729988	2015-01-27T05:00:00.000Z	Outside	Tuesday   	19	D31	Black Creek (24)
-79.5340576	43.6192932	2015-01-18T05:00:00.000Z	Outside	Sunday    	12	D22	Islington-City Centre West (14)
-79.3195724	43.7603607	2015-02-02T05:00:00.000Z	House	Monday    	0	D33	Parkwoods-Donalda (45)
-79.4919891	43.7439919	2015-02-01T05:00:00.000Z	Outside	Sunday    	0	D31	York University Heights (27)
-79.3599701	43.7529564	2015-02-02T05:00:00.000Z	Outside	Monday    	22	D33	St.Andrew-Windfields (40)
-79.5297699	43.7737198	2015-02-01T05:00:00.000Z	Outside	Sunday    	17	D31	Black Creek (24)
-79.2599182	43.7168503	2014-03-17T04:00:00.000Z	Commercial	Monday    	11	D41	Kennedy Park (124)
-79.5873108	43.6907883	2015-02-03T05:00:00.000Z	Outside	Tuesday   	23	D23	West Humber-Clairville (1)
-79.58815	43.6989975	2015-02-05T05:00:00.000Z	Outside	Thursday  	23	D23	West Humber-Clairville (1)
-79.3420486	43.672123	2015-02-07T05:00:00.000Z	Commercial	Saturday  	22	D55	Blake-Jones (69)
-79.4471283	43.6744156	2015-02-13T05:00:00.000Z	House	Friday    	10	D13	Corso Italia-Davenport (92)
-79.3041306	43.7419472	2015-02-13T05:00:00.000Z	Outside	Friday    	18	D41	Wexford/Maryvale (119)
-79.4617767	43.6887054	2015-02-13T05:00:00.000Z	House	Friday    	21	D13	Caledonia-Fairbank (109)
-79.5642166	43.6768417	2015-02-11T05:00:00.000Z	Outside	Wednesday 	23	D23	Willowridge-Martingrove-Richview (7)
-79.277153	43.7554092	2014-11-14T05:00:00.000Z	Outside	Friday    	23	D41	Dorset Park (126)
-79.1653137	43.7867317	2015-02-12T05:00:00.000Z	House	Thursday  	21	D43	Highland Creek (134)
-79.2996979	43.6946831	2015-02-22T05:00:00.000Z	House	Sunday    	15	D54	Taylor-Massey (61)
-79.4617233	43.6618919	2015-06-02T04:00:00.000Z	House	Tuesday   	21	D11	Junction Area (90)
-79.5056	43.6579399	2016-07-25T04:00:00.000Z	Outside	Monday    	2	D22	Kingsway South (15)
-79.4160004	43.7816391	2015-06-02T04:00:00.000Z	Outside	Tuesday   	9	D32	Newtonbrook East (50)
-79.4067917	43.7292442	2015-06-02T04:00:00.000Z	House	Tuesday   	21	D32	Lawrence Park North (105)
-79.3029709	43.7228584	2015-05-24T04:00:00.000Z	Commercial	Sunday    	9	D54	Victoria Village (43)
-79.2611313	43.7736168	2015-06-07T04:00:00.000Z	Outside	Sunday    	18	D43	Bendale (127)
-79.5218735	43.6545525	2015-06-08T04:00:00.000Z	House	Monday    	22	D22	Kingsway South (15)
-79.6178741	43.7350426	2015-06-10T04:00:00.000Z	Outside	Wednesday 	16	D23	West Humber-Clairville (1)
-79.4401398	43.7679825	2015-06-10T04:00:00.000Z	Other	Wednesday 	4	D32	Willowdale West (37)
-79.3448944	43.7361908	2015-06-12T04:00:00.000Z	Outside	Friday    	21	D33	Banbury-Don Mills (42)
-79.5160141	43.7193069	2016-07-11T04:00:00.000Z	Outside	Monday    	21	D31	Downsview-Roding-CFB (26)
-79.4258118	43.7456207	2015-06-04T04:00:00.000Z	House	Thursday  	23	D32	Lansing-Westgate (38)
-79.5160141	43.7193069	2016-07-11T04:00:00.000Z	Outside	Monday    	21	D31	Downsview-Roding-CFB (26)
-79.4258118	43.7456207	2015-06-04T04:00:00.000Z	House	Thursday  	23	D32	Lansing-Westgate (38)
-79.6142807	43.7454948	2016-09-27T04:00:00.000Z	Outside	Tuesday   	8	D23	West Humber-Clairville (1)
-79.5255051	43.6212349	2015-06-12T04:00:00.000Z	Outside	Friday    	21	D22	Islington-City Centre West (14)
-79.4617767	43.6887054	2016-09-21T04:00:00.000Z	Outside	Wednesday 	21	D13	Caledonia-Fairbank (109)
-79.5174942	43.692627	2015-06-15T04:00:00.000Z	Outside	Monday    	22	D23	Humber Heights-Westmount (8)
-79.4381866	43.6664314	2016-09-28T04:00:00.000Z	Outside	Wednesday 	22	D11	Dovercourt-Wallace Emerson-Junction (93)
-79.5187607	43.769165	2015-06-12T04:00:00.000Z	Outside	Friday    	6	D31	Black Creek (24)
-79.5175018	43.6690712	2016-09-28T04:00:00.000Z	House	Wednesday 	23	D22	Edenbridge-Humber Valley (9)
-79.3071289	43.6831741	2015-06-14T04:00:00.000Z	Outside	Sunday    	20	D55	East End-Danforth (62)
-79.1473923	43.7794838	2014-01-11T05:00:00.000Z	House	Saturday  	20	D43	Centennial Scarborough (133)
-79.3086395	43.776722	2014-01-11T05:00:00.000Z	Outside	Saturday  	22	D42	Tam O'Shanter-Sullivan (118)
-79.5052719	43.6007652	2014-01-15T05:00:00.000Z	Commercial	Wednesday 	9	D22	New Toronto (18)
-79.2901764	43.8161125	2014-01-15T05:00:00.000Z	House	Wednesday 	17	D42	Milliken (130)
-79.4985657	43.6272392	2014-01-16T05:00:00.000Z	Commercial	Thursday  	11	D22	Stonegate-Queensway (16)
-79.4887619	43.7545166	2014-01-16T05:00:00.000Z	Apartment	Thursday  	13	D31	York University Heights (27)
-79.4947357	43.6537132	2014-01-17T05:00:00.000Z	House	Friday    	10	D11	Lambton Baby Point (114)
-79.4165802	43.6621475	2014-01-16T05:00:00.000Z	Outside	Thursday  	13	D14	Palmerston-Little Italy (80)
-79.4020004	43.6476135	2014-01-19T05:00:00.000Z	Outside	Sunday    	1	D14	Kensington-Chinatown (78)
-79.1827927	43.7951775	2014-01-19T05:00:00.000Z	House	Sunday    	22	D43	Highland Creek (134)
-79.5116882	43.6243439	2014-01-19T05:00:00.000Z	Outside	Sunday    	17	D22	Stonegate-Queensway (16)
-79.4867325	43.6298409	2014-01-20T05:00:00.000Z	Commercial	Monday    	11	D22	Stonegate-Queensway (16)
-79.5920868	43.7321815	2014-01-20T05:00:00.000Z	House	Monday    	23	D23	West Humber-Clairville (1)
-79.1641464	43.8044472	2014-01-20T05:00:00.000Z	Outside	Monday    	17	D42	Rouge (131)
-79.5128708	43.6450958	2014-01-21T05:00:00.000Z	House	Tuesday   	21	D22	Stonegate-Queensway (16)
-79.6209259	43.7289085	2014-01-22T05:00:00.000Z	House	Wednesday 	19	D23	West Humber-Clairville (1)
-79.2973328	43.6949196	2014-01-23T05:00:00.000Z	Outside	Thursday  	10	D54	Taylor-Massey (61)
-79.436264	43.6429634	2014-01-23T05:00:00.000Z	Outside	Thursday  	20	D11	Roncesvalles (86)
-79.4143829	43.6630974	2014-01-23T05:00:00.000Z	Outside	Thursday  	23	D14	Palmerston-Little Italy (80)
-79.163208	43.7655373	2014-01-23T05:00:00.000Z	Commercial	Thursday  	11	D43	West Hill (136)
-79.4869766	43.7366295	2014-01-24T05:00:00.000Z	House	Friday    	23	D31	Downsview-Roding-CFB (26)
-79.4937515	43.6716728	2014-01-25T05:00:00.000Z	Outside	Saturday  	4	D12	Rockcliffe-Smythe (111)
-79.5784149	43.6898994	2016-09-23T04:00:00.000Z	Outside	Friday    	4	D23	West Humber-Clairville (1)
-79.5709686	43.7237434	2016-10-01T04:00:00.000Z	House	Saturday  	3	D23	Rexdale-Kipling (4)
-79.5903702	43.7340126	2016-10-01T04:00:00.000Z	Outside	Saturday  	1	D23    	Mount Olive-Silverstone-Jamestown (2)
-79.3004837	43.7279434	2016-10-03T04:00:00.000Z	Outside	Monday    	19	D41	Wexford/Maryvale (119)
-79.6158524	43.7238922	2016-10-03T04:00:00.000Z	Outside	Monday    	14	D23	West Humber-Clairville (1)
-79.4504242	43.7819443	2016-09-28T04:00:00.000Z	Outside	Wednesday 	17	D32	Westminster-Branson (35)
-79.5005188	43.7622452	2016-09-29T04:00:00.000Z	Outside	Thursday  	0	D31	York University Heights (27)
-79.4370117	43.6499863	2016-10-02T04:00:00.000Z	Outside	Sunday    	13	D11	Dufferin Grove (83)
-79.3769531	43.6529198	2016-10-06T04:00:00.000Z	Outside	Thursday  	0	D51	Church-Yonge Corridor (75)
-79.5805588	43.7584	2010-10-02T04:00:00.000Z	Outside	Saturday  	21	D31	Humber Summit (21)
-79.4155731	43.7797699	2016-06-07T04:00:00.000Z	Outside	Tuesday   	19	D32	Newtonbrook East (50)
-79.450325	43.7339363	2016-10-04T04:00:00.000Z	Outside	Tuesday   	7	D32	Clanton Park (33)
-79.2319489	43.7486382	2016-10-06T04:00:00.000Z	Outside	Thursday  	13	D43	Woburn (137)
-79.3485413	43.7718773	2016-08-04T04:00:00.000Z	Other	Thursday  	10	D33	Henry Farm (53)
-79.4474182	43.7388687	2016-10-05T04:00:00.000Z	House	Wednesday 	21	D32	Clanton Park (33)
-79.4474182	43.7388687	2016-10-05T04:00:00.000Z	House	Wednesday 	21	D32	Clanton Park (33)
-79.6022415	43.689476	2016-10-10T04:00:00.000Z	Outside	Monday    	2	D23	West Humber-Clairville (1)
-79.6195297	43.7530403	2016-10-10T04:00:00.000Z	Outside	Monday    	1	D23	West Humber-Clairville (1)
-79.4907227	43.6367455	2016-10-08T04:00:00.000Z	Outside	Saturday  	20	D22	Stonegate-Queensway (16)
-79.3972778	43.7275925	2016-10-09T04:00:00.000Z	Other	Sunday    	20	D32	Lawrence Park North (105)
-79.466507	43.6700363	2016-06-24T04:00:00.000Z	Outside	Friday    	10	D11	Junction Area (90)
-79.3010864	43.8037453	2016-10-11T04:00:00.000Z	House	Tuesday   	23	D42	L'Amoreaux (117)
-79.3436279	43.7074776	2014-01-26T05:00:00.000Z	Outside	Sunday    	0	D53	Thorncliffe Park (55)
-79.5013275	43.7648163	2014-01-28T05:00:00.000Z	Outside	Tuesday   	19	D31	York University Heights (27)
-79.5193863	43.7042236	2014-01-29T05:00:00.000Z	Apartment	Wednesday 	17	D12	Weston (113)
-79.5267639	43.703701	2014-01-31T05:00:00.000Z	Outside	Friday    	17	D12	Weston (113)
-79.1995773	43.7536049	2014-02-03T05:00:00.000Z	Outside	Monday    	9	D43	Guildwood (140)
-79.4427643	43.6771355	2014-02-04T05:00:00.000Z	Outside	Tuesday   	11	D13	Corso Italia-Davenport (92)
-79.3466263	43.7032127	2014-02-05T05:00:00.000Z	Outside	Wednesday 	1	D53	Thorncliffe Park (55)
-79.4127045	43.6419144	2014-02-05T05:00:00.000Z	Commercial	Wednesday 	15	D14	Niagara (82)
-79.2703934	43.8071899	2014-02-05T05:00:00.000Z	Outside	Wednesday 	19	D42	Agincourt North (129)
-79.432251	43.7861748	2014-02-07T05:00:00.000Z	House	Friday    	9	D32	Newtonbrook West (36)
-79.487709	43.7265053	2014-02-06T05:00:00.000Z	Outside	Thursday  	19	D31	Downsview-Roding-CFB (26)
-79.4199829	43.7213402	2014-02-06T05:00:00.000Z	House	Thursday  	22	D32	Bedford Park-Nortown (39)
-79.4324341	43.6604919	2014-02-07T05:00:00.000Z	Commercial	Friday    	10	D14	Dovercourt-Wallace Emerson-Junction (93)
-79.4815598	43.6491394	2014-02-07T05:00:00.000Z	House	Friday    	22	D11	High Park-Swansea (87)
-79.4791946	43.7149239	2014-02-08T05:00:00.000Z	House	Saturday  	0	D12	Maple Leaf (29)
-79.3757858	43.6696587	2014-02-05T05:00:00.000Z	Outside	Wednesday 	4	D51	North St.James Town (74)
-79.5013275	43.7648163	2014-02-10T05:00:00.000Z	Outside	Monday    	7	D31	York University Heights (27)
-79.5636215	43.7390556	2014-02-11T05:00:00.000Z	House	Tuesday   	10	D23	Thistletown-Beaumond Heights (3)
-79.4298172	43.7192612	2014-02-12T05:00:00.000Z	Outside	Wednesday 	18	D32	Bedford Park-Nortown (39)
-79.5343933	43.7003326	2014-02-12T05:00:00.000Z	House	Wednesday 	22	D23	Kingsview Village-The Westway (6)
-79.5992432	43.732708	2014-02-14T05:00:00.000Z	Outside	Friday    	16	D23	West Humber-Clairville (1)
-79.5635757	43.7496681	2014-02-14T05:00:00.000Z	Outside	Friday    	21	D31	Humber Summit (21)
-79.2078857	43.7881355	2016-10-09T04:00:00.000Z	Other	Sunday    	23	D43	Morningside (135)
-79.5581131	43.7552719	2016-10-10T04:00:00.000Z	Outside	Monday    	1	D31	Humber Summit (21)
-79.5990524	43.7181282	2016-10-13T04:00:00.000Z	Outside	Thursday  	18	D23	West Humber-Clairville (1)
-79.4624939	43.6581535	2015-08-22T04:00:00.000Z	Outside	Saturday  	3	D11	High Park North (88)
-79.3100967	43.697422	2016-07-06T04:00:00.000Z	House	Wednesday 	21	D54	Woodbine-Lumsden (60)
-79.3105774	43.744381	2016-10-13T04:00:00.000Z	Outside	Thursday  	14	D33	Wexford/Maryvale (119)
-79.3717422	43.6665154	2016-10-11T04:00:00.000Z	Outside	Tuesday   	22	D51	Cabbagetown-South St.James Town (71)
-79.3717422	43.6665154	2016-10-11T04:00:00.000Z	Outside	Tuesday   	22	D51	Cabbagetown-South St.James Town (71)
-79.5283203	43.7045479	2016-10-17T04:00:00.000Z	Commercial	Monday    	8	D12	Weston (113)
-79.4771194	43.7045593	2016-10-06T04:00:00.000Z	Outside	Thursday  	12	D12	Brookhaven-Amesbury (30)
-79.3229218	43.6523476	2016-10-03T04:00:00.000Z	Commercial	Monday    	0	D55	South Riverdale (70)
-79.2398529	43.8184204	2016-10-05T04:00:00.000Z	Outside	Wednesday 	12	D42	Rouge (131)
-79.3805237	43.66465	2016-05-13T04:00:00.000Z	Outside	Friday    	23	D51	Church-Yonge Corridor (75)
-79.2810745	43.7658043	2016-09-18T04:00:00.000Z	Commercial	Sunday    	0	D41	Dorset Park (126)
-79.4977417	43.6768723	2016-04-12T04:00:00.000Z	Outside	Tuesday   	21	D12	Rockcliffe-Smythe (111)
-79.5040054	43.6888924	2016-09-24T04:00:00.000Z	Outside	Saturday  	19	D12	Mount Dennis (115)
-79.3212357	43.6724739	2016-10-19T04:00:00.000Z	Outside	Wednesday 	20	D55	Greenwood-Coxwell (65)
-79.3636627	43.7672386	2016-10-20T04:00:00.000Z	Other	Thursday  	7	D33	Bayview Village (52)
-79.3636627	43.7672386	2016-10-20T04:00:00.000Z	Other	Thursday  	7	D33	Bayview Village (52)
-79.3033066	43.688652	2016-10-20T04:00:00.000Z	Outside	Thursday  	11	D54	East End-Danforth (62)
-79.5181274	43.7544861	2016-10-19T04:00:00.000Z	Outside	Wednesday 	18	D31	Glenfield-Jane Heights (25)
-79.4855499	43.6198273	2016-10-16T04:00:00.000Z	Outside	Sunday    	14	D22	Mimico (includes Humber Bay Shores) (17)
-79.5151291	43.747097	2014-02-16T05:00:00.000Z	Outside	Sunday    	23	D31	Glenfield-Jane Heights (25)
-79.5873108	43.6907883	2014-02-08T05:00:00.000Z	Outside	Saturday  	21	D23	West Humber-Clairville (1)
-79.4562759	43.6714783	2014-02-17T05:00:00.000Z	Outside	Monday    	19	D11	Weston-Pellam Park (91)
-79.3192749	43.7411842	2014-01-30T05:00:00.000Z	Commercial	Thursday  	9	D33	Parkwoods-Donalda (45)
-79.5772324	43.6455154	2014-02-19T05:00:00.000Z	House	Wednesday 	0	D22	Eringate-Centennial-West Deane (11)
-79.5054626	43.7382965	2015-06-11T04:00:00.000Z	House	Thursday  	22	D31	Glenfield-Jane Heights (25)
-79.6157455	43.7212639	2015-06-12T04:00:00.000Z	House	Friday    	4	D23	West Humber-Clairville (1)
-79.4068298	43.7196846	2015-06-17T04:00:00.000Z	House	Wednesday 	16	D53	Lawrence Park South (103)
-79.3872681	43.788559	2015-06-18T04:00:00.000Z	House	Thursday  	23	D33	Bayview Woods-Steeles (49)
-79.3373184	43.7165565	2016-05-18T04:00:00.000Z	Outside	Wednesday 	12	D54	Flemingdon Park (44)
-79.3716888	43.6514664	2015-04-10T04:00:00.000Z	Outside	Friday    	9	D51	Moss Park (73)
-79.5228653	43.7292061	2016-05-26T04:00:00.000Z	House	Thursday  	22	D31	Downsview-Roding-CFB (26)
-79.4244003	43.7550659	2016-05-29T04:00:00.000Z	Outside	Sunday    	20	D32	Lansing-Westgate (38)
-79.4312973	43.7426071	2016-06-05T04:00:00.000Z	House	Sunday    	5	D32	Lansing-Westgate (38)
-79.603096	43.651577	2016-06-04T04:00:00.000Z	Outside	Saturday  	1	D22	Eringate-Centennial-West Deane (11)
-79.5071869	43.6526909	2016-06-05T04:00:00.000Z	House	Sunday    	15	D22	Kingsway South (15)
-79.5494156	43.6204758	2016-06-06T04:00:00.000Z	Outside	Monday    	22	D22	Islington-City Centre West (14)
-79.5037308	43.6267662	2016-06-07T04:00:00.000Z	Outside	Tuesday   	15	D22	Stonegate-Queensway (16)
